Giełda,Data,Data NBP,typ,wolumen,wartość,kurs pln,cost (pln),BTC,BTCInv,wartość (pln),Kurs
bitbay,2020-05-26 17:56:48,20200526,sell,0.00265565,95.8,1,95.8,0.00265565,-0.00265565,95.8,36074.0308399074
bitbay,2020-05-26 18:00:16,20200526,sell,0.00027777,10,1,10,0.00027777,-0.00027777,10,36001.0080282248
bitbay,2020-05-26 18:01:14,20200526,sell,0.01039621,374.27,1,374.27,0.01039621,-0.01039621,374.27,36000.6194565135
bitbay,2020-05-26 18:01:27,20200526,sell,0.12565785,4523.76,1,4523.76,0.12565785,-0.12565785,4523.76,36000.6159583345
bitbay,2020-05-26 18:01:27,20200526,sell,0.18350608,6606.33,1,6606.33,0.18350608,-0.18350608,6606.33,36000.6055385195
bitbay,2020-05-26 18:02:40,20200526,sell,0.20080322,7229.11,1,7229.11,0.20080322,-0.20080322,7229.11,36000.9665183656
bitbay,2020-05-26 18:02:44,20200526,sell,0.02,720.02,1,720.02,0.02,-0.02,720.02,36001
bitbay,2020-05-26 18:03:10,20200526,sell,0.12521912,4508.01,1,4508.01,0.12521912,-0.12521912,4508.01,36000.9717365846
bitbay,2020-05-26 18:06:25,20200526,sell,0.20374587,7345.03,1,7345.03,0.20374587,-0.20374587,7345.03,36049.9577242964
bitbay,2020-05-26 18:06:36,20200526,sell,0.13826295,4988.31,1,4988.31,0.13826295,-0.13826295,4988.31,36078.4288198682
bitbay,2020-05-26 18:07:12,20200526,sell,0.5,18039.48,1,18039.48,0.5,-0.5,18039.48,36078.96
bitbay,2020-05-26 18:07:27,20200526,sell,0.5,18039.48,1,18039.48,0.5,-0.5,18039.48,36078.96
bitbay,2020-05-26 18:08:24,20200526,sell,0.00554354,200,1,200,0.00554354,-0.00554354,200,36078.0295623374
bitbay,2020-05-26 18:08:57,20200526,sell,0.00138588,50,1,50,0.00138588,-0.00138588,50,36078.1597252287
bitbay,2020-05-26 18:23:31,20200526,sell,0.001,35.95,1,35.95,0.001,-0.001,35.95,35950
bitbay,2020-05-26 18:29:44,20200526,sell,0.94161655,33804.03,1,33804.03,0.94161655,-0.94161655,33804.03,35899.9955979958
bitbay,2020-05-26 18:31:14,20200526,sell,0.34823938,12515.72,1,12515.72,0.34823938,-0.34823938,12515.72,35939.9904743685
bitbay,2020-05-26 18:32:22,20200526,sell,0.4201448,15100,1,15100,0.4201448,-0.4201448,15100,35939.990212898
bitbay,2020-05-26 18:33:13,20200526,sell,0.0278257,1000,1,1000,0.0278257,-0.0278257,1000,35937.9997628092
bitbay,2020-05-26 18:34:13,20200526,sell,0.01391285,500,1,500,0.01391285,-0.01391285,500,35937.9997628092
bitbay,2020-05-26 18:35:05,20200526,sell,0.0278257,1000,1,1000,0.0278257,-0.0278257,1000,35937.9997628092
bitbay,2020-05-26 18:36:01,20200526,sell,0.00564778,202.97,1,202.97,0.00564778,-0.00564778,202.97,35938.014582721
bitbay,2020-05-26 18:36:28,20200526,sell,0.000556,19.98,1,19.98,0.000556,-0.000556,19.98,35935.2517985612
bitbay,2020-05-26 18:36:33,20200526,sell,0.01199566,431.1,1,431.1,0.01199566,-0.01199566,431.1,35937.9975757899
bitbay,2020-05-26 18:38:10,20200526,sell,0.00102566,36.86,1,36.86,0.00102566,-0.00102566,36.86,35937.8351500497
bitbay,2020-05-26 18:38:33,20200526,sell,0.00417413,150.01,1,150.01,0.00417413,-0.00417413,150.01,35938.0278045964
bitbay,2020-05-26 18:39:24,20200526,sell,0.00027825,10,1,10,0.00027825,-0.00027825,10,35938.9038634322
bitbay,2020-05-26 18:40:18,20200526,sell,0.0013912,50,1,50,0.0013912,-0.0013912,50,35940.1955146636
bitbay,2020-05-26 18:40:35,20200526,sell,0.02504313,900.05,1,900.05,0.02504313,-0.02504313,900.05,35939.9963183516
bitbay,2020-05-26 18:40:38,20200526,sell,0.01599333,574.8,1,574.8,0.01599333,-0.01599333,574.8,35939.9824801964
bitbay,2020-05-26 18:42:22,20200526,sell,0.08922562,3206.56,1,3206.56,0.08922562,-0.08922562,3206.56,35937.6600577278
bitbay,2020-05-26 18:42:37,20200526,sell,0.00278257,100,1,100,0.00278257,-0.00278257,100,35937.9997628092
bitbay,2020-05-26 18:43:32,20200526,sell,0.00513666,184.6,1,184.6,0.00513666,-0.00513666,184.6,35937.7494325106
bitbay,2020-05-26 18:46:55,20200526,sell,0.13913721,5000,1,5000,0.13913721,-0.13913721,5000,35935.7500412722
bitbay,2020-05-26 18:47:15,20200526,sell,0.0027828,100,1,100,0.0027828,-0.0027828,100,35935.0294667242
bitbay,2020-05-26 18:47:39,20200526,sell,0.00111339,40.01,1,40.01,0.00111339,-0.00111339,40.01,35935.2967064551
bitbay,2020-05-26 18:48:47,20200526,sell,0.00016783,6.03,1,6.03,0.00016783,-0.00016783,6.03,35929.2140856819
bitbay,2020-05-26 18:49:06,20200526,sell,0.00075207,27.02,1,27.02,0.00075207,-0.00075207,27.02,35927.5067480421
bitbay,2020-05-26 18:49:18,20200526,sell,0.06540679,2350,1,2350,0.06540679,-0.06540679,2350,35928.9914701516
bitbay,2020-05-26 18:53:30,20200526,sell,0.25259777,9068.26,1,9068.26,0.25259777,-0.25259777,9068.26,35900.0002256552
bitbay,2020-05-26 18:53:51,20200526,sell,0.0557103,2000,1,2000,0.0557103,-0.0557103,2000,35900.0041285005
bitbay,2020-05-26 18:54:12,20200526,sell,0.00278552,100,1,100,0.00278552,-0.00278552,100,35899.9396881013
bitbay,2020-05-26 18:54:12,20200526,sell,0.00055766,20.02,1,20.02,0.00055766,-0.00055766,20.02,35900.010759244
bitbay,2020-05-26 19:16:02,20200526,sell,0.00661744,237.57,1,237.57,0.00661744,-0.00661744,237.57,35900.5899562369
bitbay,2020-05-26 19:16:29,20200526,sell,0.50560132,18151.09,1,18151.09,0.50560132,-0.50560132,18151.09,35900.0051661258
bitbay,2020-05-26 21:23:17,20200526,buy,0.46865465,16829.3884815,1,16829.3884815,-0.46865465,0.46865465,-16829.3884815,35910
bitbay,2020-05-26 21:23:28,20200526,buy,0.53534535,19224.2515185,1,19224.2515185,-0.53534535,0.53534535,-19224.2515185,35910
kraken,2020-05-27 21:03:44.3986,20200527,buy,0.01498959,124.87977,4.4378,554.191443306,-0.01498959,0.01498959,-554.191443306,36971.754618105
kraken,2020-05-27 21:04:10.2467,20200527,buy,0.04996003,416.17205,4.4378,1846.88832349,-0.04996003,0.04996003,-1846.88832349,36967.3181439243
kraken,2020-05-27 21:04:29.9449,20200527,buy,0.04996003,416.07213,4.4378,1846.444898514,-0.04996003,0.04996003,-1846.444898514,36958.4425492539
kraken,2020-05-27 21:05:01.5434,20200527,buy,0.04996003,416.07213,4.4378,1846.444898514,-0.04996003,0.04996003,-1846.444898514,36958.4425492539
kraken,2020-05-27 21:08:13.9118,20200527,buy,0.04996003,416.15706,4.4378,1846.821800868,-0.04996003,0.04996003,-1846.821800868,36965.9866270697
kraken,2020-05-27 21:08:47.821,20200527,buy,0.04996003,415.9822,4.4378,1846.04580716,-0.04996003,0.04996003,-1846.04580716,36950.4543363965
kraken,2020-05-27 21:12:51.712,20200527,buy,0.04106174,341.92522,4.4378,1517.395741316,-0.04106174,0.04106174,-1517.395741316,36954.0049037376
kraken,2020-05-27 21:13:16.8679,20200527,buy,0.03428313,285.43791,4.4378,1266.716356998,-0.03428313,0.03428313,-1266.716356998,36948.678752436
kraken,2020-05-27 21:13:41.2923,20200527,buy,0.00477659,39.7718,4.4378,176.49929404,-0.00477659,0.00477659,-176.49929404,36950.8988713706
kraken,2020-05-27 21:13:42.0227,20200527,buy,0.04518344,376.21539,4.4378,1669.568657742,-0.04518344,0.04518344,-1669.568657742,36950.897446985
kraken,2020-05-27 21:14:13.249,20200527,buy,0.04996003,415.9772,4.4378,1846.02361816,-0.04996003,0.04996003,-1846.02361816,36950.010201355
kraken,2020-05-27 21:15:13.0835,20200527,buy,0.04996003,416.11209,4.4378,1846.622233002,-0.04996003,0.04996003,-1846.622233002,36961.992076506
kraken,2020-05-27 21:16:08.971,20200527,buy,0.01226009,102.10693,4.4378,453.130133954,-0.01226009,0.01226009,-453.130133954,36959.7722328303
kraken,2020-05-27 21:16:26.037,20200527,buy,0.01663461,138.53969,4.4378,614.811436282,-0.01663461,0.01663461,-614.811436282,36959.7746073999
kraken,2020-05-27 21:16:54.1919,20200527,buy,0.0054998,45.80453,4.4378,203.271343234,-0.0054998,0.0054998,-203.271343234,36959.7700341831
kraken,2020-05-27 21:17:24.6072,20200527,buy,0.01556553,129.63596,4.4378,575.298463288,-0.01556553,0.01556553,-575.298463288,36959.7735051746
kraken,2020-05-27 21:19:37.178,20200527,buy,0.04996003,416.08212,4.4378,1846.489232136,-0.04996003,0.04996003,-1846.489232136,36959.3299310669
kraken,2020-05-27 21:21:21.0425,20200527,buy,0.04996003,416.06713,4.4378,1846.422709514,-0.04996003,0.04996003,-1846.422709514,36957.9984142123
kraken,2020-05-27 21:22:13.4219,20200527,buy,0.04996003,415.94723,4.4378,1845.890617294,-0.04996003,0.04996003,-1845.890617294,36947.3480559159
kraken,2020-05-27 21:22:40.3613,20200527,buy,0.04996003,415.66745,4.4378,1844.64900961,-0.04996003,0.04996003,-1844.64900961,36922.4960355308
kraken,2020-05-27 21:23:09.7996,20200527,buy,0.02,166.314,4.4378,738.0682692,-0.02,0.02,-738.0682692,36903.41346
kraken,2020-05-27 21:24:03.3177,20200527,buy,0.03607183,299.93005,4.4378,1331.02957589,-0.03607183,0.03607183,-1331.02957589,36899.4191836123
kraken,2020-05-27 21:24:07.3407,20200527,buy,0.0138882,115.47761,4.4378,512.466537658,-0.0138882,0.0138882,-512.466537658,36899.4209226538
kraken,2020-05-27 21:24:16.7613,20200527,buy,0.04996003,415.3527,4.4378,1843.25221206,-0.04996003,0.04996003,-1843.25221206,36894.5377346651
kraken,2020-05-27 21:24:26.2406,20200527,buy,0.04996003,415.34771,4.4378,1843.230067438,-0.04996003,0.04996003,-1843.230067438,36894.0944878936
kraken,2020-05-27 21:24:39.8408,20200527,buy,0.00549955,45.72436,4.4378,202.915564808,-0.00549955,0.00549955,-202.915564808,36896.7578816449
kraken,2020-05-27 21:24:40.3412,20200527,buy,0.00968408,80.51538,4.4378,357.311153364,-0.00968408,0.00968408,-357.311153364,36896.757705843
kraken,2020-05-27 21:24:43.8521,20200527,buy,0.012,99.7608,4.4378,442.71847824,-0.012,0.012,-442.71847824,36893.20652
kraken,2020-05-27 21:25:34.8683,20200527,buy,0.04996003,415.2328,4.4378,1842.72011984,-0.04996003,0.04996003,-1842.72011984,36883.8873763687
kraken,2020-05-27 21:26:03.6564,20200527,buy,0.04996003,415.29775,4.4378,1843.00835495,-0.04996003,0.04996003,-1843.00835495,36889.6566905584
kraken,2020-05-27 21:26:27.3553,20200527,buy,0.04996003,415.30274,4.4378,1843.030499572,-0.04996003,0.04996003,-1843.030499572,36890.0999373299
kraken,2020-05-27 21:26:48.5682,20200527,buy,0.04996003,415.28276,4.4378,1842.941832328,-0.04996003,0.04996003,-1842.941832328,36888.3251737039
kraken,2020-05-27 21:27:08.0568,20200527,buy,0.01102137,91.57656,4.4378,406.398457968,-0.01102137,0.01102137,-406.398457968,36873.6788591618
kraken,2020-05-27 21:27:24.332,20200527,buy,0.04996003,415.13288,4.4378,1842.276694864,-0.04996003,0.04996003,-1842.276694864,36875.0117816983
kraken,2020-05-27 21:28:13.967,20200527,buy,0.01675356,139.24051,4.4378,617.921535278,-0.01675356,0.01675356,-617.921535278,36882.9989135443
kraken,2020-05-27 21:28:18.1781,20200527,buy,0.04996003,415.2278,4.4378,1842.69793084,-0.04996003,0.04996003,-1842.69793084,36883.4432413271
kraken,2020-05-27 21:28:55.2378,20200527,buy,0.04996003,415.17784,4.4378,1842.476218352,-0.04996003,0.04996003,-1842.476218352,36879.0054439919
kraken,2020-05-27 21:29:05.0914,20200527,buy,0.04996003,415.07792,4.4378,1842.032793376,-0.04996003,0.04996003,-1842.032793376,36870.1298493215
kraken,2020-05-27 21:29:15.1049,20200527,buy,0.03149056,261.61413,4.4378,1160.991186114,-0.03149056,0.03149056,-1160.991186114,36867.9117206553
kraken,2020-05-27 21:30:18.2405,20200527,buy,0.02,166.19,4.4378,737.517982,-0.02,0.02,-737.517982,36875.8991
kraken,2020-05-27 21:30:35.158,20200527,buy,0.04996003,414.90806,4.4378,1841.278988668,-0.04996003,0.04996003,-1841.278988668,36855.0416936899
kraken,2020-05-27 21:30:53.4526,20200527,buy,0.00487214,40.43681,4.4378,179.450475418,-0.00487214,0.00487214,-179.450475418,36831.9620162803
kraken,2020-05-27 21:31:25.8694,20200527,buy,0.04996003,414.37848,4.4378,1838.928818544,-0.04996003,0.04996003,-1838.928818544,36808.0006866289
kraken,2020-05-27 21:32:46.8802,20200527,buy,0.04996003,413.0995,4.4378,1833.2529611,-0.04996003,0.04996003,-1833.2529611,36694.39271954
kraken,2020-05-27 21:32:57.9207,20200527,buy,0.04996003,413.17444,4.4378,1833.585529832,-0.04996003,0.04996003,-1833.585529832,36701.0494155428
kraken,2020-05-27 21:34:24.5775,20200527,buy,0.019,156.94,4.4378,696.468332,-0.019,0.019,-696.468332,36656.228
kraken,2020-05-27 21:34:25.8584,20200527,buy,0.03096003,255.72985,4.4378,1134.87792833,-0.03096003,0.03096003,-1134.87792833,36656.2283153472
kraken,2020-05-27 21:34:54.5925,20200527,buy,0.0086488,71.44168,4.4378,317.043887504,-0.0086488,0.0086488,-317.043887504,36657.5579853853
kraken,2020-05-27 21:34:55.2125,20200527,buy,0.00880049,72.69469,4.4378,322.604495282,-0.00880049,0.00880049,-322.604495282,36657.5605769679
kraken,2020-05-27 21:35:10.7858,20200527,buy,0.04996003,412.49998,4.4378,1830.592411244,-0.04996003,0.04996003,-1830.592411244,36641.1391515177
kraken,2020-05-27 21:35:29.1522,20200527,buy,0.04996003,412.49499,4.4378,1830.570266622,-0.04996003,0.04996003,-1830.570266622,36640.6959047463
kraken,2020-05-27 21:35:37.4651,20200527,buy,0.04996003,412.44503,4.4378,1830.348554134,-0.04996003,0.04996003,-1830.348554134,36636.2581074111
kraken,2020-05-27 21:35:49.4713,20200527,buy,0.01018723,84.07623,4.4378,373.113493494,-0.01018723,0.01018723,-373.113493494,36625.6080891469
kraken,2020-05-27 21:36:09.8309,20200527,buy,0.04996003,412.41006,4.4378,1830.193364268,-0.04996003,0.04996003,-1830.193364268,36633.1518269305
kraken,2020-05-27 21:36:26.2582,20200527,buy,0.04996003,412.25018,4.4378,1829.483848804,-0.04996003,0.04996003,-1829.483848804,36618.9501648418
kraken,2020-05-27 21:36:56.6607,20200527,buy,0.0365,301.3294,4.4378,1337.23961132,-0.0365,0.0365,-1337.23961132,36636.70168
kraken,2020-05-27 21:37:04.4086,20200527,buy,0.01346003,111.12062,4.4378,493.131087436,-0.01346003,0.01346003,-493.131087436,36636.7004706527
kraken,2020-05-27 21:37:19.8799,20200527,buy,0.03000621,247.82729,4.4378,1099.807947562,-0.03000621,0.03000621,-1099.807947562,36652.6778144258
kraken,2020-05-27 21:38:37.1421,20200527,buy,0.01418,117.32248,4.4378,520.653701744,-0.01418,0.01418,-520.653701744,36717.4683881523
kraken,2020-05-27 21:38:44.67,20200527,buy,0.03578003,296.03681,4.4378,1313.752155418,-0.03578003,0.03578003,-1313.752155418,36717.4693653974
kraken,2020-05-27 21:39:02.6614,20200527,buy,0.0033125,27.40696,4.4378,121.626607088,-0.0033125,0.0033125,-121.626607088,36717.466290717
kraken,2020-05-27 21:39:22.6172,20200527,buy,0.00333957,27.63093,4.4378,122.620541154,-0.00333957,0.00333957,-122.620541154,36717.4639711101
kraken,2020-05-27 21:39:22.6197,20200527,buy,0.00000043,0.00356,4.4378,0.015798568,-0.00000043,0.00000043,-0.015798568,36740.8558139535
kraken,2020-05-27 21:39:24.4238,20200527,buy,0.00332725,27.529,4.4378,122.1681962,-0.00332725,0.00332725,-122.1681962,36717.4682395372
kraken,2020-05-27 21:39:25.7118,20200527,buy,0.00329971,27.30114,4.4378,121.156999092,-0.00329971,0.00329971,-121.156999092,36717.4688357462
kraken,2020-05-27 21:39:29.5412,20200527,buy,0.02,165.476,4.4378,734.3493928,-0.02,0.02,-734.3493928,36717.46964
kraken,2020-05-27 21:39:32.559,20200527,buy,0.00201881,16.70323,4.4378,74.125594094,-0.00201881,0.00201881,-74.125594094,36717.4692487158
kraken,2020-05-27 21:40:04.3342,20200527,buy,0.002173,17.98244,4.4378,79.802472232,-0.002173,0.002173,-79.802472232,36724.5615425679
kraken,2020-05-27 21:40:19.3093,20200527,buy,0.01389994,114.95667,4.4378,510.154710126,-0.01389994,0.01389994,-510.154710126,36701.9361325301
kraken,2020-05-27 21:40:29.6715,20200527,buy,0.01985,164.16149,4.4378,728.515860322,-0.01985,0.01985,-728.515860322,36701.0508978338
kraken,2020-05-27 21:41:16.5931,20200527,buy,0.0021417,17.71186,4.4378,78.601692308,-0.0021417,0.0021417,-78.601692308,36700.6080720923
bitbay,2020-05-27 23:05:48,20200527,sell,0.00467659,174.2,1,174.2,0.00467659,-0.00467659,174.2,37249.3633181442
bitbay,2020-05-27 23:12:18,20200527,sell,0.02684916,1000,1,1000,0.02684916,-0.02684916,1000,37245.1130687143
bitbay,2020-05-28 08:29:20,20200528,sell,0.10778318,4000,1,4000,0.10778318,-0.10778318,4000,37111.5418936424
bitbay,2020-05-28 08:30:10,20200528,sell,0.00043139,16.01,1,16.01,0.00043139,-0.00043139,16.01,37112.5895361506
bitbay,2020-05-28 08:32:54,20200528,sell,0.038541,1428.1,1,1428.1,0.038541,-0.038541,1428.1,37054.046340261
bitbay,2020-05-28 08:33:06,20200528,sell,0.25854327,9579.99,1,9579.99,0.25854327,-0.25854327,9579.99,37053.7202534802
bitbay,2020-05-28 08:49:49,20200528,sell,0.00523626,193.72,1,193.72,0.00523626,-0.00523626,193.72,36995.8710988377
bitbay,2020-05-28 08:49:57,20200528,buy,0.0002,7.399,1,7.399,-0.0002,0.0002,-7.399,36995
bitbay,2020-05-28 08:51:57,20200528,sell,0.01351418,500,1,500,0.01351418,-0.01351418,500,36998.1752499967
bitbay,2020-05-28 09:02:35,20200528,sell,0.00990544,367.57,1,367.57,0.00990544,-0.00990544,367.57,37107.8922289166
bitbay,2020-05-28 09:05:27,20200528,sell,0.06327802,2347.9,1,2347.9,0.06327802,-0.06327802,2347.9,37104.5111714937
bitbay,2020-05-28 09:09:58,20200528,sell,0.02588706,960.4,1,960.4,0.02588706,-0.02588706,960.4,37099.6165651874
bitbay,2020-05-28 09:12:36,20200528,sell,0.00538582,199.8,1,199.8,0.00538582,-0.00538582,199.8,37097.4150640014
bitbay,2020-05-28 09:13:26,20200528,sell,0.10800213,3996,1,3996,0.10800213,-0.10800213,3996,36999.2702921692
bitbay,2020-05-28 09:13:47,20200528,sell,0.07730256,2860.13,1,2860.13,0.07730256,-0.07730256,2860.13,36999.1627702886
bitbay,2020-05-28 09:16:17,20200528,sell,0.00174533,64.54,1,64.54,0.00174533,-0.00174533,64.54,36978.6802495803
bitbay,2020-05-28 09:16:24,20200528,sell,0.00234409,86.68,1,86.68,0.00234409,-0.00234409,86.68,36978.1023766152
bitbay,2020-05-28 09:16:53,20200528,sell,0.00591789,218.84,1,218.84,0.00591789,-0.00591789,218.84,36979.3963726936
bitbay,2020-05-28 09:20:04,20200528,sell,0.00073069,27.02,1,27.02,0.00073069,-0.00073069,27.02,36978.7461166842
bitbay,2020-05-28 09:20:58,20200528,sell,0.351,12979.98,1,12979.98,0.351,-0.351,12979.98,36980
bitbay,2020-05-28 09:21:35,20200528,sell,0.00081124,30,1,30,0.00081124,-0.00081124,30,36980.4250283517
bitbay,2020-05-28 09:28:52,20200528,sell,0.08636587,3193.81,1,3193.81,0.08636587,-0.08636587,3193.81,36980.0014751197
bitbay,2020-05-28 09:29:28,20200528,sell,0.00073069,27.02,1,27.02,0.00073069,-0.00073069,27.02,36978.7461166842
bitbay,2020-05-28 09:31:04,20200528,sell,0.25827906,9551.16,1,9551.16,0.25827906,-0.25827906,9551.16,36980.0013984874
bitbay,2020-05-28 09:31:27,20200528,sell,0.0042309,156.46,1,156.46,0.0042309,-0.0042309,156.46,36980.311517644
bitbay,2020-05-28 09:31:55,20200528,sell,0.01352082,500,1,500,0.01352082,-0.01352082,500,36980.0056505449
kraken,2020-06-02 05:18:57.2588,20200602,buy,0.19984012,1799.24054,4.3902,7899.025818708,-0.19984012,0.19984012,-7899.025818708,39526.7267589111
kraken,2020-06-02 05:24:57.5005,20200602,buy,0.19984012,1800.47955,4.3902,7904.46532041,-0.19984012,0.19984012,-7904.46532041,39553.9460265036
kraken,2020-06-02 05:36:38.2641,20200602,buy,0.19984012,1805.37563,4.3902,7925.960090826,-0.19984012,0.19984012,-7925.960090826,39661.505861916
kraken,2020-06-02 05:38:33.5991,20200602,buy,0.02309,208.57197,4.3902,915.672662694,-0.02309,0.02309,-915.672662694,39656.6766
kraken,2020-06-02 05:38:34.2556,20200602,buy,0.0088,79.4904,4.3902,348.97875408,-0.0088,0.0088,-348.97875408,39656.6766
kraken,2020-06-02 05:38:38.1658,20200602,buy,0.16795012,1517.09343,4.3902,6660.343576386,-0.16795012,0.16795012,-6660.343576386,39656.676496486
bitbay,2020-06-02 07:24:06,20200602,sell,0.5,19994.98,1,19994.98,0.5,-0.5,19994.98,39989.96
bitcoin.de,2020-06-02 07:32:02,20200602,buy,0.04723507,420.07,4.3902,1844.191314,-0.04723507,0.04723507,-1844.191314,39042.8407113613
bitcoin.de,2020-06-02 07:33:02,20200602,buy,1.07399432,9581.6,4.3902,42065.14032,-1.07399432,1.07399432,-42065.14032,39167.0044586456
kraken,2020-06-02 19:41:23.936,20200602,buy,0.19984012,1707.87363,4.3902,7497.906810426,-0.19984012,0.19984012,-7497.906810426,37519.5271621434
kraken,2020-06-02 19:41:39.9445,20200602,buy,0.00291974,24.9337,4.3902,109.46392974,-0.00291974,0.00291974,-109.46392974,37490.9854096598
kraken,2020-06-02 19:42:05.484,20200602,buy,0.00586301,50.07011,4.3902,219.817796922,-0.00586301,0.00586301,-219.817796922,37492.3114444628
kraken,2020-06-02 19:42:18.5647,20200602,buy,0.19984012,1706.75453,4.3902,7492.993737606,-0.19984012,0.19984012,-7492.993737606,37494.9421447805
kraken,2020-06-02 19:51:39.6371,20200602,buy,0.16465445,1406.13254,4.3902,6173.203077108,-0.16465445,0.16465445,-6173.203077108,37491.8690451913
kraken,2020-06-02 19:56:07.0637,20200602,buy,0.19984012,1706.61464,4.3902,7492.379592528,-0.19984012,0.19984012,-7492.379592528,37491.8689626888
kraken,2020-06-02 19:58:49.5476,20200602,buy,0.01830953,156.40001,4.3902,686.627323902,-0.01830953,0.01830953,-686.627323902,37501.0895365419
kraken,2020-06-02 19:58:49.5576,20200602,buy,0.09105463,777.78865,4.3902,3414.64773123,-0.09105463,0.09105463,-3414.64773123,37501.0884260361
kraken,2020-06-02 19:58:49.5883,20200602,buy,0.09047596,772.84565,4.3902,3392.94697263,-0.09047596,0.09047596,-3392.94697263,37501.0883844725
kraken,2020-06-02 20:00:10.8214,20200602,buy,0.19984012,1704.93598,4.3902,7485.009939396,-0.19984012,0.19984012,-7485.009939396,37454.9912169588
kraken,2020-06-02 20:05:18.9365,20200602,buy,0.02105839,179.48487,4.3902,787.974476274,-0.02105839,0.02105839,-787.974476274,37418.5527133841
kraken,2020-06-02 20:06:07.6164,20200602,buy,0.10122323,862.82681,4.3902,3787.982261262,-0.10122323,0.10122323,-3787.982261262,37422.0646907039
kraken,2020-06-02 20:06:10.5996,20200602,buy,0.01641999,139.96399,4.3902,614.469908898,-0.01641999,0.01641999,-614.469908898,37422.0635273225
kraken,2020-06-02 20:06:28.6428,20200602,buy,0.0821969,700.64638,4.3902,3075.977737476,-0.0821969,0.0821969,-3075.977737476,37422.0650350074
kraken,2020-06-02 20:07:45.059,20200602,buy,0.01076,91.72039,4.3902,402.670856178,-0.01076,0.01076,-402.670856178,37422.9420239777
kraken,2020-06-02 20:07:56.1109,20200602,buy,0.00239366,20.40404,4.3902,89.577816408,-0.00239366,0.00239366,-89.577816408,37422.9491272779
kraken,2020-06-02 20:08:41.1412,20200602,buy,0.00352161,30.01891,4.3902,131.789018682,-0.00352161,0.00352161,-131.789018682,37422.945380664
kraken,2020-06-02 20:08:46.8874,20200602,buy,0.01259999,107.40483,4.3902,471.528684666,-0.01259999,0.01259999,-471.528684666,37422.9411821755
kraken,2020-06-02 20:08:49.208,20200602,buy,0.01259999,107.40483,4.3902,471.528684666,-0.01259999,0.01259999,-471.528684666,37422.9411821755
kraken,2020-06-02 20:08:53.4996,20200602,buy,0.01259999,107.40483,4.3902,471.528684666,-0.01259999,0.01259999,-471.528684666,37422.9411821755
kraken,2020-06-02 20:08:57.2432,20200602,buy,0.013,110.8146,4.3902,486.49825692,-0.013,0.013,-486.49825692,37422.94284
kraken,2020-06-02 20:10:11.2272,20200602,buy,0.00446013,38.01904,4.3902,166.911189408,-0.00446013,0.00446013,-166.911189408,37422.9426962891
kraken,2020-06-02 20:10:12.4304,20200602,buy,0.12790475,1090.28567,4.3902,4786.572148434,-0.12790475,0.12790475,-4786.572148434,37422.9428417162
kraken,2020-06-02 20:29:14.3928,20200602,buy,0.19984012,1702.07827,4.3902,7472.464020954,-0.19984012,0.19984012,-7472.464020954,37392.211438594
kraken,2020-06-02 20:29:42.4106,20200602,buy,0.19984012,1701.89841,4.3902,7471.674399582,-0.19984012,0.19984012,-7471.674399582,37388.2601730924
kraken,2020-06-02 20:31:51.8976,20200602,buy,0.19984012,1702.45797,4.3902,7474.130979894,-0.19984012,0.19984012,-7474.130979894,37400.5529014594
kraken,2020-06-02 20:32:37.5131,20200602,buy,0.19984012,1702.05829,4.3902,7472.376304758,-0.19984012,0.19984012,-7472.376304758,37391.7725067319
kraken,2020-06-02 20:36:03.2454,20200602,buy,0.013394,114.11554,4.3902,500.990043708,-0.013394,0.013394,-500.990043708,37404.0647833358
kraken,2020-06-02 20:36:07.3563,20200602,buy,0.10869986,926.11194,4.3902,4065.816638988,-0.10869986,0.10869986,-4065.816638988,37404.0650925217
kraken,2020-06-02 20:36:48.8009,20200602,buy,0.19984012,1702.75773,4.3902,7475.446986246,-0.19984012,0.19984012,-7475.446986246,37407.1381975051
kraken,2020-06-02 20:39:11.5158,20200602,buy,0.15981,1361.75699,4.3902,5978.385537498,-0.15981,0.15981,-5978.385537498,37409.3331925286
kraken,2020-06-02 20:39:12.8575,20200602,buy,0.02633268,224.3834,4.3902,985.08800268,-0.02633268,0.02633268,-985.08800268,37409.3332953577
kraken,2020-06-02 20:39:18.4261,20200602,buy,0.13629625,1161.40761,4.3902,5098.811689422,-0.13629625,0.13629625,-5098.811689422,37409.7723849482
kraken,2020-06-02 20:39:18.7614,20200602,buy,0.06354387,541.47003,4.3902,2377.161725706,-0.06354387,0.06354387,-2377.161725706,37409.7725824065
kraken,2020-06-02 20:40:07.5256,20200602,buy,0.19984012,1703.37723,4.3902,7478.166715146,-0.19984012,0.19984012,-7478.166715146,37420.7477214585
kraken,2020-06-02 20:40:49.6748,20200602,buy,0.00518501,44.17214,4.3902,193.924529028,-0.00518501,0.00518501,-193.924529028,37400.9942175618
kraken,2020-06-02 20:41:15.2284,20200602,buy,0.02633269,224.34925,4.3902,984.93807735,-0.02633269,0.02633269,-984.93807735,37403.6255828782
kraken,2020-06-02 20:41:15.9008,20200602,buy,0.02639996,224.92238,4.3902,987.454232676,-0.02639996,0.02639996,-987.454232676,37403.6260917062
kraken,2020-06-02 20:45:27.8746,20200602,buy,0.16939063,1442.34428,4.3902,6332.179858056,-0.16939063,0.16939063,-6332.179858056,37382.1140995579
